V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18
75	Bombus	unif	adjust	7409.322218	2443.552653	237.9534268	0.103930914	0.048878441	0.001644476	0.001645383	0.002989957	0.00162974	0	0	0.000939701	0.000639163
76	Bombus	hn	none	7733.3003	2471.710501	270.5658446	0.073529861	0.030740165	0.003501422	0.002796513	0.000980398	0.000985884	0.004901991	0.000550141	0.001782542	0.001014205
84	Bombus	hr	observer	7342.860955	2471.841758	148.2298641	0.031057605	0.00889755	0.003234037	0.00216348	0.002287515	0.001572707	0.002550496	0.002654976	0.003530859	0.002022612
73	Bombus	hn	observer	7340.247515	2474.491501	294.1097376	0.076728031	0.035321717	0.000606247	0.000623823	0.004158639	0.001920751	0	0	0.002571592	0.002057917
74	Bombus	hn	none	8886.100261	2493.609701	321.3314559	0.100485804	0.04670205	0.0013803	0.0009122	0.004969078	0.001973288	0	0	0.002123538	0.00134558
74	Bombus	unif	adjust	9147.580013	2510.151809	321.7777177	0.103442669	0.047690992	0.001420916	0.000935328	0.005115297	0.002009021	0	0	0.002186024	0.001379214
104	Bombus	hn	none	15277.31666	2526.076332	203.1492852	0.053559769	0.013250827	0.006301149	0.001790386	0.008019645	0.001682192	0	0	0.007270557	0.002234914
76	Bombus	unif	adjust	7972.822502	2528.012838	271.5956555	0.075807289	0.031545325	0.003609871	0.002879472	0.001010764	0.001015606	0.005053819	0.000528525	0.001837752	0.001043003
82	Bombus	hn	none	8627.50136	2533.048388	257.340941	0.057500911	0.028855747	0.004713189	0.002570418	0.002570831	0.001746862	0.004713189	0.004740707	0.001812765	0.000872599
75	Bombus	hr	adjust	6426.886849	2588.397193	234.2073322	0.090150246	0.047242425	0.001426428	0.001464812	0.002593505	0.001535526	0	0	0.000815102	0.000585559
104	Bombus	hn	observer	14979.17322	2588.538911	204.4532605	0.058534049	0.015472112	0.006573333	0.001928533	0.007305387	0.001791185	0	0	0.006797595	0.002180321
76	Anthophora	unif	none	23528.12254	2601.184725	395.9217265	0.004	0.001943651	0.005714286	0.001884816	0.019333333	0.002666667	0.003333333	0.000149806	0.013939394	0.002689981
82	Bombus	unif	adjust	8985.221136	2620.086201	257.6413957	0.059885056	0.029982197	0.004908611	0.002671717	0.002677424	0.001816982	0.004908611	0.00493441	0.001887927	0.000906479
62	Bombus	hn	adjust	6188.483404	2667.450761	343.9376655	0.116487209	0.060975395	0.000686835	0.000698208	0.001498549	0.000820868	0.00183156	0.001861887	0	0
75	Bombus	hn	none	7777.534772	2671.291446	240.157805	0.109095849	0.052363942	0.0017262	0.001735072	0.003138546	0.001737022	0	0	0.0009864	0.000677567
62	Bombus	hr	adjust	6025.934992	2682.970014	346.0001553	0.113427524	0.060707215	0.000668794	0.00068395	0.001459188	0.000815714	0.001783452	0.001823867	0	0
82	Bombus	hn	observer	8925.815928	2723.620594	260.2410332	0.056712891	0.029016821	0.004608394	0.002567896	0.002785762	0.00185514	0.004702718	0.004734582	0.002232924	0.001497723
76	Bombus	hr	adjust	7738.332111	2732.582191	272.5826951	0.073577705	0.032683467	0.0035037	0.002847342	0.000981036	0.000997459	0.00490518	0.000919426	0.001783702	0.001049601
75	Bombus	hn	observer	7627.892171	2872.93366	239.5521455	0.114103706	0.058701353	0.001905754	0.001913671	0.002659562	0.001590968	0	0	0.000646673	0.000570853
72	Bombus	hn	adjust	9572.811337	2905.910847	346.7235811	0.11276188	0.04382651	0.000734127	0.000745045	0.003203463	0.001744734	0.001957672	0.001986787	0.003775509	0.002196971
84	Bombus	hn	adjust	7340.715811	2928.36275	146.8818211	0.031505673	0.010644768	0.00347489	0.002428095	0.002316594	0.00171415	0.002316594	0.002408422	0.003309419	0.00191313
74	Bombus	hn	observer	10224.96888	2948.223843	319.7372665	0.099461256	0.042750469	0.001597838	0.001099903	0.005577207	0.002155247	0	0	0.003463801	0.002621904
61	Bombus	unif	adjust	7515.046396	2966.915302	275.5638168	0.119125709	0.069391292	0	0	0.002880215	0.001317918	0.002112158	0.002113611	0.001357816	0.000722873
74	Bombus	hr	adjust	9169.943266	3009.579645	322.5057322	0.103695558	0.051323832	0.00142439	0.000972055	0.005127802	0.002215469	0	0	0.002191369	0.00143778
104	Anthophora	hr	observer	13768.45927	3011.501596	133.5423641	0.007139642	0.000786754	0.003963582	0.002518154	0.012268441	0.004250536	0.00504972	0.005070451	0.006005936	0.001685741
73	Bombus	hn	adjust	10341.27611	3140.905279	291.8814047	0.133060569	0.061294028	0.001159064	0.001167678	0.00590069	0.002571495	0	0	0.001872334	0.001012958
76	Bombus	hn	adjust	9186.727325	3274.964763	270.8773427	0.087349354	0.039035196	0.004159493	0.003386395	0.001164658	0.001185523	0.00582329	0.001124779	0.00211756	0.00125035
74	Bombus	hn	adjust	10381.40408	3296.958503	320.830453	0.117394999	0.057285424	0.001612569	0.001092344	0.005805247	0.002461665	0	0	0.002480875	0.001614713
82	Bombus	hn	adjust	9665.305019	3350.645097	257.9979492	0.064417706	0.034438526	0.00528014	0.003039643	0.002880076	0.002027719	0.00528014	0.00539941	0.002030823	0.001046785
61	Anthophora	unif	none	25451.54276	3416.437956	489.2691254	0.004	0.001943651	0.006666667	0.00243975	0.011818182	0.003125769	0.013333333	0.006938887	0.018809524	0.003416671
61	Bombus	hn	none	8653.283903	3451.132276	272.0569958	0.137168625	0.080276758	0	0	0.003316456	0.001529069	0.002432068	0.002437621	0.001563472	0.000837039
82	Bombus	hr	adjust	8851.53918	3469.70997	260.1000463	0.058994087	0.033334964	0.004835581	0.002920943	0.00263759	0.00191868	0.004835581	0.005023339	0.001859839	0.001017256
75	Apis	unif	none	33793.6167	3479.623415	811.1567079	0.038	0.015762121	0.0025	0.001372924	0.015757576	0.003274971	0	0	0.032619048	0.004107508
82	Anthophora	unif	none	22864.72937	3529.203443	440.985988	0.006666667	0.002788867	0.005714286	0.00331058	0.016363636	0.003799376	0.003333333	0.001924501	0.014871795	0.002962621
72	Apis	unif	none	21842.57946	3529.744605	479.6124979	0.011333333	0.011333333	0.000416667	0.000416667	0.012424242	0.002984502	0.001111111	0.001111111	0.021190476	0.004496738
105	Bombus	unif	adjust	17772.97399	3540.026428	243.3685582	0.058942831	0.026877082	0.004009716	0.001634218	0.007297684	0.001568815	0	0	0.013098407	0.00409931
104	Anthophora	hr	none	15373.96276	3578.80269	134.0225522	0.00602159	0.000563309	0.004516193	0.002986575	0.012590598	0.004488469	0.00602159	0.006047881	0.007411188	0.002066668
61	Bombus	hn	observer	8280.672999	3584.28879	267.8801121	0.14468971	0.08474199	0	0	0.003101671	0.001554978	0.001111113	0.001160146	0.001025924	0.000623364
78	Anthophora	unif	none	13664.30628	3620.620874	222.1024319	0	0	0.0075	0.004909903	0.006969697	0.001648663	0.002222222	0.001111111	0.007222222	0.002125417
61	Bombus	hr	observer	8231.300457	3630.889935	269.0455246	0.14375377	0.085334545	0	0	0.00308357	0.001565582	0.001111122	0.001111122	0.001022372	0.000606024
105	Bombus	hn	none	17615.13335	3648.260408	243.1113553	0.058419363	0.026843961	0.003974106	0.001635335	0.007232874	0.001608164	0	0	0.012982081	0.004129181
61	Apis	unif	none	17290.63684	3672.09092	347.6385891	0.001333333	0.001333333	0	0	0.007878788	0.002852351	0.002222222	0.002222222	0.018571429	0.004800212
62	Anthophora	unif	none	32241.24861	3675.187585	656.6506683	0.014	0.004136558	0.005833333	0.003605001	0.021818182	0.004342965	0.013333333	0.001924501	0.021794872	0.002658518
84	Bombus	hr	adjust	7424.524352	3695.048115	148.5436939	0.031865371	0.014346645	0.003514563	0.002669234	0.002343042	0.001868664	0.002343042	0.002533737	0.003347203	0.002176282
73	Anthophora	unif	adjust	37736.39879	3730.709431	334.4986077	0.008671735	0.002500328	0.006194096	0.002713963	0.027591883	0.00528253	0.008258795	0.005472048	0.02668226	0.002168337
75	Bombus	hn	adjust	9813.007767	3770.447026	237.2014869	0.137647525	0.070193173	0.002177967	0.002221068	0.00395994	0.0022953	0	0	0.001244553	0.000881359
61	Bombus	hr	none	9314.932805	3841.568503	270.5662383	0.147656837	0.087794268	0	0	0.00357004	0.001688117	0.002618029	0.002638362	0.001683019	0.000918202
105	Bombus	hr	observer	19419.91922	3848.095687	236.6961668	0.042232026	0.019316705	0.005325038	0.002836583	0.009148934	0.002816783	0	0	0.013921143	0.003336159
73	Apis	unif	none	35524.556	3864.999406	727.4659364	0.012666667	0.004988877	0.00047619	0.00047619	0.020606061	0.003728627	0.014444444	0.007286043	0.032051282	0.004568854
105	Apis	unif	none	31366.13023	3895.381517	511.8012562	0.0175	0.006579288	0.005714286	0.002489585	0.019666667	0.003598697	0.006666667	0.003333333	0.023333333	0.004303315
72	Anthophora	unif	none	25682.28736	3917.13089	505.3635045	0.003333333	0.002581989	0.005	0.001666667	0.016666667	0.002581989	0.007777778	0.004843221	0.018571429	0.004925753
61	Bombus	hn	adjust	10232.35338	4186.166551	271.2938727	0.162199445	0.096070698	0	0	0.00392165	0.001843106	0.002875877	0.002894343	0.001848778	0.001004032
105	Anthophora	unif	adjust	26324.74712	4213.057821	157.6483401	0.003333308	0.001927643	0.004761868	0.001911251	0.021999832	0.002912077	0.006666616	0.000220546	0.016296172	0.005252418
78	Apis	hr	observer	12487.16099	4225.90519	119.7935181	0.008464775	0.00855134	0	0	0.00328975	0.001552509	0.001985303	0.002026671	0.014536515	0.00572846
78	Apis	hr	none	12512.41103	4225.937173	117.7967673	0.008440261	0.008506364	0	0	0.003288413	0.001546885	0.002009586	0.002025325	0.014569498	0.005725141
104	Anthophora	unif	adjust	17020.90013	4254.55616	130.3241464	0.006666654	0.000870338	0.00499999	0.003337714	0.013939367	0.005128854	0.006666654	0.006723226	0.008205113	0.002406966
84	Anthophora	unif	none	17401.49119	4294.857874	167.3815429	0.001333333	0.000816497	0.0075	0.00550673	0.007777778	0.002533723	0.006666667	0.003333333	0.010952381	0.002790222
78	Apis	unif	adjust	13570.05879	4312.855546	116.8825279	0.009153698	0.009165899	0	0	0.003566376	0.001627389	0.002179452	0.002182357	0.015801027	0.005940748
76	Apis	unif	adjust	24081.81371	4322.998065	155.6662021	0.009171162	0.004922156	0	0	0.003930498	0.002627197	0.039304981	0.001966471	0.022630141	0.00571731
104	Bombus	hr	adjust	20088.37394	4410.598695	204.0405511	0.070426547	0.020176256	0.008285476	0.002640975	0.010545151	0.002685709	0	0	0.009560165	0.003247032
104	Bombus	hn	adjust	20134.72955	4432.421427	202.0084202	0.070589062	0.02025412	0.008304596	0.00265038	0.010569485	0.002697178	0	0	0.009582226	0.00325811
61	Bombus	hr	adjust	10233.55756	4470.119434	272.2071333	0.162218533	0.099238808	0	0	0.003922112	0.001938629	0.002876215	0.002927974	0.001848995	0.001043276
73	Anthophora	hn	none	43170.7426	4667.019255	330.0696672	0.009920534	0.002893121	0.007086096	0.003120227	0.031565335	0.006198965	0.009448128	0.006273693	0.03052472	0.002817082
76	Apis	hr	none	22296.70991	4786.464062	158.6950367	0.008491335	0.004665632	0	0	0.003639144	0.002469888	0.036391435	0.004656807	0.020952645	0.005839954
104	Anthophora	hn	none	19734.09071	4845.850464	130.9486292	0.007729342	0.000942269	0.005797006	0.003860271	0.016161351	0.005898297	0.007729342	0.007786565	0.009513036	0.002755038
104	Anthophora	hn	observer	19669.74161	4898.458171	133.4507077	0.009682039	0.002682194	0.005687669	0.003693395	0.017225568	0.00641929	0.007310207	0.007403757	0.008772033	0.002693073
75	Anthophora	unif	none	33262.35604	4952.869886	659.8695441	0.005333333	0.001333333	0.0075	0.003004626	0.026060606	0.006828612	0.006666667	0.001924501	0.020714286	0.004436206
78	Apis	hn	none	14607.92892	4958.147486	117.1384239	0.009853795	0.009936512	0	0	0.003839141	0.001810573	0.002346142	0.002365836	0.017009527	0.006708465
78	Apis	hn	observer	14588.68448	4987.817983	119.1257251	0.009938564	0.01005162	0	0	0.003852841	0.001825709	0.002295459	0.002367658	0.016978691	0.006752616
76	Apis	hn	none	25470.87697	5230.118515	155.9673689	0.009700164	0.005295127	0	0	0.004157213	0.002809474	0.041572132	0.00463539	0.02393547	0.006500878
78	Apis	hn	adjust	12978.02399	5331.812328	118.2905923	0.008754341	0.009057428	0	0	0.003410782	0.001791869	0.002084367	0.002156531	0.015111659	0.006910659
84	Anthophora	hr	none	20583.90166	5398.754253	165.1424469	0.001577175	0.000975908	0.008871611	0.006561218	0.009200189	0.00310632	0.007885877	0.004004565	0.012955369	0.003495028
76	Anthophora	unif	adjust	47056.15534	5421.992194	291.9232353	0.007999985	0.003895963	0.01142855	0.003787846	0.038666593	0.005479104	0.006666654	0.000302886	0.027878735	0.005455573
104	Apis	unif	none	37168.44906	5503.982761	743.5603155	0.0175	0.011169983	0.005833333	0.003133916	0.026666667	0.004168182	0.006666667	0.003333333	0.026666667	0.006591456
73	Anthophora	hn	observer	48177.2374	5671.671403	315.9269434	0.007315597	0.00226035	0.0065847	0.002799536	0.033048176	0.006490833	0.012170424	0.009709525	0.036644062	0.004927165
105	Bombus	hr	adjust	21883.63518	5673.26213	244.0805034	0.072575553	0.035216644	0.004937112	0.002172581	0.008985545	0.002440202	0	0	0.016127901	0.005713049
105	Bombus	hn	adjust	22418.24334	5680.394059	241.6012002	0.074348543	0.035845933	0.005057724	0.002208314	0.009205058	0.002448337	0	0	0.016521899	0.005782087
76	Apis	hr	observer	24724.36867	5744.709936	156.8501196	0.007324875	0.003701031	0	0	0.003515628	0.002488737	0.036706148	0.006078075	0.02447666	0.007426755
74	Anthophora	unif	none	38736.37559	5765.263367	746.7791914	0.016	0.006863753	0.00875	0.003388677	0.031333333	0.00747341	0.011666667	0.008333333	0.022051282	0.005264222
76	Apis	hn	observer	27018.14238	5847.301003	155.8913127	0.008344193	0.004366436	0	0	0.00396962	0.002794993	0.041316642	0.00621012	0.026387086	0.007577446
72	Apis	unif	adjust	34621.98675	5949.493512	450.8362838	0.017964111	0.01799476	0.000660445	0.000661572	0.019693276	0.004868619	0.001761187	0.001764192	0.033588358	0.00739298
105	Anthophora	hn	none	34007.33419	6019.678152	151.7775038	0.004306097	0.002511409	0.006151567	0.002512477	0.028420241	0.004332658	0.008612194	0.000710912	0.02105203	0.006969566
72	Apis	hn	none	34610.00499	6032.499375	452.9263037	0.017957894	0.017996157	0.000660217	0.000661623	0.019686461	0.00490069	0.001760578	0.001764329	0.033576734	0.007455029
104	Bombus	hr	none	19072.96549	6240.35717	205.1838584	0.066866692	0.025101029	0.00786667	0.003151016	0.010012125	0.003521476	0	0	0.009076926	0.003788451
78	Apis	hr	adjust	12515.66453	6436.886987	119.7968661	0.008442455	0.009116945	0	0	0.003289268	0.002005439	0.002010108	0.002170701	0.014573286	0.008046458
72	Apis	hn	observer	35317.08126	6455.002395	449.567131	0.019816419	0.019865234	0.000737809	0.000740742	0.019485905	0.005266878	0.001111167	0.001137936	0.034672928	0.008011248
61	Apis	unif	adjust	29377.21953	6458.826023	316.2724204	0.002265366	0.002269027	0	0	0.013386255	0.004905653	0.003775611	0.003781712	0.031553316	0.008350787
76	Apis	hr	adjust	26850.17681	6460.265612	159.756026	0.010225448	0.005727279	0	0	0.004382335	0.003012175	0.043823348	0.007352921	0.025231624	0.007548186
61	Apis	hn	observer	30453.44965	6719.063327	321.1062323	0.0024228	0.002437377	0	0	0.014018331	0.005234943	0.003801013	0.003840219	0.032632073	0.00860021
61	Apis	hn	none	30464.46951	6827.11214	317.1981553	0.002349207	0.002355212	0	0	0.01388168	0.00512276	0.003915346	0.003925353	0.032721104	0.008775511
61	Anthophora	unif	adjust	50201.80618	6840.791801	389.0725886	0.007889786	0.003838208	0.013149643	0.004822145	0.023310731	0.006189596	0.026299287	0.01370047	0.037100779	0.006795125
104	Anthophora	hr	adjust	23457.83155	6920.459701	134.4218622	0.009187836	0.001873918	0.006890877	0.004725	0.019210931	0.007682804	0.009187836	0.009376988	0.011308106	0.003760836
104	Anthophora	hn	adjust	19319.67331	6926.908993	132.9866031	0.007567025	0.002181553	0.005675269	0.004059649	0.015821961	0.007101432	0.007567025	0.007875217	0.009313262	0.00363248
75	Apis	unif	adjust	66420.15385	6970.216965	660.5993524	0.074687651	0.031016823	0.004913661	0.002700269	0.030970956	0.006467353	0	0	0.06411158	0.008176991
84	Anthophora	hn	none	24608.45294	6977.550292	163.9187885	0.001885544	0.001184268	0.010606183	0.007926844	0.010999004	0.003898118	0.009427718	0.00489408	0.015488394	0.004499207
84	Anthophora	hn	observer	24577.71089	7007.521752	165.902757	0.001904212	0.001199173	0.01050432	0.007923933	0.010924017	0.003951921	0.009613003	0.005243675	0.015549798	0.004530985
73	Apis	unif	adjust	60525.98298	7055.070164	666.5851984	0.021581197	0.008547748	0.000811323	0.000812033	0.035108168	0.006520304	0.024610137	0.012456419	0.054608293	0.008112568
62	Anthophora	unif	adjust	60002.21609	7083.800063	560.7419405	0.026054544	0.007739811	0.01085606	0.006717334	0.040604484	0.008178156	0.024813851	0.003661828	0.040561103	0.005102168
105	Anthophora	hr	none	34475.80257	7103.327665	151.641941	0.004365416	0.002587282	0.006236308	0.002630604	0.028811744	0.005340648	0.008730831	0.001169174	0.021342032	0.007415305
84	Anthophora	unif	adjust	25314.19867	7115.197026	164.5316509	0.001939619	0.001216078	0.010910358	0.008144002	0.011314445	0.003987611	0.009698096	0.005021407	0.015932586	0.004589874
82	Anthophora	unif	adjust	45517.41329	7123.568754	356.2339241	0.013271507	0.005562464	0.011375578	0.006597018	0.032575518	0.007610271	0.006635754	0.003834994	0.02960567	0.005947235
78	Anthophora	unif	adjust	27328.40406	7297.187005	168.9642181	0	0	0.014999886	0.009832211	0.013939288	0.003329266	0.004444411	0.002227045	0.014444334	0.00427747
73	Apis	hn	none	61082.73922	7423.897948	667.6961628	0.021779715	0.008658888	0.000818786	0.000819987	0.035431115	0.006692336	0.024836517	0.012600034	0.055110614	0.008404068
105	Anthophora	hn	observer	37682.84555	7528.647875	149.8189462	0.003539951	0.002190702	0.007204085	0.003418867	0.027917442	0.004188103	0.007079903	0.001577453	0.025998066	0.009202117
72	Anthophora	unif	adjust	48420.19091	7580.988304	432.3957692	0.006284512	0.00487303	0.009426768	0.003159881	0.031422559	0.004993119	0.014663861	0.00914589	0.035013708	0.009368926
84	Anthophora	hr	adjust	20642.58519	7727.975746	167.1745424	0.001581672	0.001066002	0.008896904	0.006996004	0.009226419	0.0039723	0.007908359	0.004537759	0.012992304	0.004932638
76	Anthophora	hr	observer	53765.26287	7769.63402	280.3663679	0.007800242	0.003917315	0.011767464	0.003956679	0.045627823	0.008521669	0.006726543	0.000929513	0.032319288	0.007396101
105	Apis	unif	adjust	61104.17649	7788.526111	426.5238713	0.034091649	0.012854357	0.011131967	0.004860456	0.038312519	0.007096287	0.012987295	0.006504334	0.045455531	0.00848414
76	Apis	hn	adjust	24445.89647	7940.522718	157.8745462	0.009309817	0.005596196	0	0	0.003989922	0.002877339	0.039899217	0.010983814	0.022972276	0.008506293
76	Anthophora	hr	none	57418.76735	8043.590695	282.4970481	0.009761725	0.004817123	0.013945322	0.004753664	0.047181672	0.007670032	0.008134771	0.000737965	0.034018134	0.007187581
62	Apis	unif	none	39632.12622	8130.171775	769.3113221	0.007333333	0.004136558	0.00125	0.00087684	0.016060606	0.004065578	0.024444444	0.017881641	0.038461538	0.010490909
73	Apis	hn	observer	65627.63719	8158.832917	647.7017713	0.018684778	0.007114566	0.00061688	0.000620789	0.038703305	0.007911282	0.028967009	0.015000693	0.058811491	0.009026348
76	Anthophora	hn	none	63756.91864	8214.542458	279.2323573	0.01083927	0.005315544	0.015484672	0.005209258	0.052389805	0.008014608	0.009032725	0.000646541	0.037773214	0.007705928
